t,Antenna ID,Event Code,Device ID,x,y, Tile ID
3000,23,0,34,5010.379289,4892.895904,190
3060,23,2,34,5010.379289,4892.895904,190
3120,23,2,34,5010.379289,4892.895904,190
3180,23,2,34,5010.379289,4892.895904,190
3240,23,2,34,5010.379289,4892.895904,190
3300,23,2,34,5010.379289,4892.895904,190
3360,23,2,34,5010.379289,4892.895904,190
3420,23,2,34,5010.379289,4892.895904,190
3480,23,2,34,5010.379289,4892.895904,190
3540,23,2,34,5010.379289,4892.895904,190
3600,23,2,34,5010.379289,4892.895904,190
3660,23,2,34,5065.166493,4264.496684,170
3720,23,2,34,5065.166493,4264.496684,170
3780,23,2,34,5065.166493,4264.496684,170
3840,23,2,34,5065.166493,4264.496684,170
3900,23,2,34,5065.166493,4264.496684,170
3960,23,2,34,5065.166493,4264.496684,170
4020,23,2,34,5065.166493,4264.496684,170
4080,23,2,34,5065.166493,4264.496684,170
4140,23,2,34,5065.166493,4264.496684,170
4200,23,2,34,5065.166493,4264.496684,170
4260,23,2,34,5065.166493,4264.496684,170
4320,23,2,34,5065.166493,4264.496684,170
4380,23,2,34,5065.166493,4264.496684,170
4440,23,2,34,5065.166493,4264.496684,170
4500,23,2,34,5065.166493,4264.496684,170
4560,23,2,34,5065.166493,4264.496684,170
4620,23,2,34,5065.166493,4264.496684,170
4680,23,2,34,5065.166493,4264.496684,170
4740,23,2,34,5065.166493,4264.496684,170
4800,23,2,34,5065.166493,4264.496684,170
4860,23,2,34,5065.166493,4264.496684,170
4920,23,2,34,5065.166493,4264.496684,170
4980,23,2,34,5065.166493,4264.496684,170
5040,23,2,34,5065.166493,4264.496684,170
5100,23,2,34,5065.166493,4264.496684,170
5160,23,2,34,5065.166493,4264.496684,170
5220,23,2,34,5065.166493,4264.496684,170
5280,23,2,34,5065.166493,4264.496684,170
5340,23,2,34,5065.166493,4264.496684,170
5400,23,2,34,5065.166493,4264.496684,170
5460,23,2,34,5065.166493,4264.496684,170
5520,23,2,34,5065.166493,4264.496684,170
5580,23,2,34,5065.166493,4264.496684,170
5640,23,2,34,4931.597926,4880.975925,189
5700,23,2,34,4931.597926,4880.975925,189
5760,23,2,34,4931.597926,4880.975925,189
5820,23,2,34,4931.597926,4880.975925,189
5880,23,2,34,4931.597926,4880.975925,189
5940,23,2,34,4931.597926,4880.975925,189
6000,23,2,34,4931.597926,4880.975925,189
6060,23,2,34,4931.597926,4880.975925,189
6120,23,2,34,4931.597926,4880.975925,189
6180,23,2,34,4931.597926,4880.975925,189
6240,23,2,34,4931.597926,4880.975925,189
6300,23,2,34,4931.597926,4880.975925,189
6360,23,2,34,4931.597926,4880.975925,189
6420,23,2,34,4931.597926,4880.975925,189
6480,23,2,34,4931.597926,4880.975925,189
6540,23,2,34,4931.597926,4880.975925,189
6600,23,2,34,4931.597926,4880.975925,189
6660,23,2,34,4931.597926,4880.975925,189
6720,23,2,34,4931.597926,4880.975925,189
6780,23,2,34,5557.838875,4956.537093,191
6840,23,2,34,5557.838875,4956.537093,191
6900,23,2,34,5557.838875,4956.537093,191
6960,23,2,34,5557.838875,4956.537093,191
7020,23,2,34,5557.838875,4956.537093,191
7080,23,2,34,5557.838875,4956.537093,191
7140,23,2,34,5557.838875,4956.537093,191
